"","ParksID","InspectionID","NextToAnotherGarden","TotalFenceLength","TotalSidewalkArea","TotalSidewalkLength","OnSiteService","HydrantW_in15ft","HydrantOnGardenSide","RainHarvesting","RainGallons","SolarPanels","CompostSystem","CompostTumblers","NonFoodPlants","Food","OpenLawnOrCommunalArea","PavedArea","TreesInGarden","FruitTrees","StreetTrees","EmptyTreePits","Murals","BlankShed","ParksSign","Chickens","Pond","FishInPond","Turtles","Aquaponics","FarmersMarket","CSApickup","Composting","Greenhouse","StructureForSeasonExtension","assemblydist","borough","communityboard","congressionaldist","coundist","gardenname","juris","multipolygon","openhrsf","openhrsm","openhrssa","openhrssu","openhrsth","openhrstu","openhrsw","policeprecinct","statesenatedist","status","zipcode"
"34","B442-GT001",41,"false",0,640,128,"false","false","true","true",120,"false","true","true","true","true","true","false","true","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false",60,"B",305,8,42,"Artsy Bloom Community Garden","DPR","MULTIPOLYGON (((-73.89188661886722 40.669701409760236, -73.89190659439406 40.66977872883616, -73.89225839472464 40.66972902346394, -73.89228482221084 40.66970894959107, -73.8922685439306 40.66964516519847, -73.89188661886722 40.669701409760236)))","9:00a.m.-2:00p.m.","9:00a.m.-2:00p.m.","11:00 a.m. - 7:00 p.m.","11:00 a.m. - 7:00 p.m.","9:00a.m.-2:00p.m.","9:00a.m.-2:00p.m.","9:00a.m.-2:00p.m.",75,19,"Active",11207
"35","B444-GT001",58,"false",NA,550,50,"false","true","true","true",300,"false","false","false","true","true","true","true","true","true","false","true","false","false","true","false","false","","false","false","false","false","false","false","false",50,"B",301,7,34,"Berry Street Garden","DPR","MULTIPOLYGON (((-73.96378039759993 40.713360191332924, -73.96369949390261 40.713330522842476, -73.96361793240932 40.713300612750324, -73.96353636980672 40.71327070079885, -73.96344722169121 40.71323800920647, -73.96340881498986 40.71329862027984, -73.96331534225412 40.713264342312094, -73.96327040536073 40.71333525760184, -73.96335489164903 40.71336624137929, -73.96338788088958 40.713378339429376, -73.96343840304546 40.71339686728227, -73.96349926655012 40.71341918684029, -73.96350785402007 40.713405633276345, -73.96370564320826 40.71347816529356, -73.96374199113068 40.71342080341699, -73.96378039759993 40.713360191332924)))","1:30 p.m. - 4:00 p.m.","","12:00 p.m. - 5:00 p.m.","","10:00 a.m. - 12:30 p.m.","","",90,59,"Active",11249
"36","B445-GT001",512,"false",0,714,51,"false","false","false","false",NA,"false","false","false","true","true","false","true","true","true","true","false","false","true","false","false","false","","false","false","false","false","false","false","false",53,"B",301,7,34,"Ten Eyck Garden","DPR","MULTIPOLYGON (((-73.95016091966126 40.70993898660487, -73.95020561960865 40.70993473212358, -73.95025039765893 40.70993047135511, -73.95020712508415 40.70966039747548, -73.95003088230057 40.709677169669035, -73.95007415417217 40.709947243614344, -73.95016091966126 40.70993898660487)))","6:00p - 8:00p","6:00p - 8:00p","10:00a - 12:00p & 4:00p - 6:00p","10:00a - 12:00p & 4:00p - 6:00p","6:00p - 8:00p","6:00p - 8:00p","6:00p - 8:00p",90,18,"Active",11206
"37","B446-GT001",62,"false",0,1230,120,"false","true","true","true",180,"false","false","false","false","true","true","false","true","false","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",60,"B",305,8,42,"Big Red Community Garden","DPR","MULTIPOLYGON (((-73.88976314135657 40.66873753432837, -73.88974847537627 40.66868087509859, -73.88974444341373 40.66866529680534, -73.8894010571893 40.66871614713827, -73.88940512101402 40.66873172097159, -73.8894199002763 40.668788364144646, -73.88976314135657 40.66873753432837)))","10 a.m. to 7 p.m.","10 a.m. to 7 p.m.","10 a.m. to 7 p.m.","10 a.m. to 7 p.m.","10 a.m. to 7 p.m.","10 a.m. to 7 p.m.","10 a.m. to 7 p.m.",75,19,"Active",11207
"38","B447-GT001",93,"false",315,2874,186,"false","true","true","true",0,"false","false","false","true","true","true","false","true","true","true","false","true","false","true","false","false","","false","false","false","false","false","false","false",60,"B",305,8,42,"CAUSA Festival Garden","DPR","MULTIPOLYGON (((-73.88976613731029 40.66849049226166, -73.88971825418685 40.66830429794121, -73.88969576749989 40.66821685515814, -73.88962569102848 40.66822727085692, -73.88964451485678 40.66830046937492, -73.88958014719108 40.66831003593204, -73.88951292623726 40.66832002745808, -73.88944570526479 40.668330018044365, -73.88937848308953 40.66834000859017, -73.88931178257319 40.66834992215426, -73.88931215646204 40.66835124537251, -73.88936334033237 40.66855035734064, -73.88976613731029 40.66849049226166)))","10:00a - 5:00p","10:00a - 5:00p","10:00a - 5:00p","","10:00a - 5:00p","10:00a - 5:00p","10:00a - 5:00p",75,19,"Active",11207
"39","B448-GT001",94,"false",210.5,711,59.25,"false","false","false","true",180,"false","false","false","true","true","true","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",57,"B",303,8,35,"Cedar Tree Garden","DPR","MULTIPOLYGON (((-73.9593310266237 40.68787589148632, -73.95931961325887 40.6878173315575, -73.95930284586538 40.68773129506451, -73.95920970506505 40.687742444664714, -73.95917109755895 40.687555560895746, -73.95915292207833 40.68755737528414, -73.95896947542903 40.68757568770348, -73.95897221134827 40.68758971778033, -73.95899513764346 40.68770736004225, -73.95902859147257 40.687879027855416, -73.95903599148048 40.68791700154471, -73.9593310266237 40.68787589148632)))","","","9:00 a.m. - 2:00 p.m.","","9:00 a.m. - 2:00 p.m.","","",79,25,"Active",11238
"40","B449-GT001",519,"false",200,1800,160,"false","true","true","true",240,"false","false","false","false","true","false","false","true","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false",60,"B",305,8,42,"Triple R (Rest, Reflection, Relaxation)","DPR","MULTIPOLYGON (((-73.88755907184996 40.66592881741653, -73.88753115156754 40.6658200824594, -73.88720672009602 40.66586609549494, -73.88723355612068 40.665975810130426, -73.88755907184996 40.66592881741653)))","8:30 a.m. - 10:30 a.m.","9:00 a.m - 11:00 a.m.","4:30 p.m. - 5:30 p.m.","2:00 p.m. - 3:30 p.m.","9:00 a.m. - 12:00 p.m.","9:00 a.m - 11:00 a.m.","1:00 p.m. -  3:00 p.m.",75,19,"Active",11207
"41","B449-GT002",398,"false",0,2542,218,"false","false","false","true",665,"false","false","false","true","true","false","false","true","true","true","true","true","false","true","false","false","false","false","false","true","false","false","false","false",60,"B",305,8,42,"New Vision Garden","DPR","MULTIPOLYGON (((-73.88727419262707 40.66614194303913, -73.88723355612068 40.665975810130426, -73.88720672009602 40.66586609549494, -73.8867936111568 40.665931594013365, -73.88686066592005 40.666192011036806, -73.88686279714864 40.66620028888027, -73.88727419262707 40.66614194303913)))","9:00 a.m. - 2:30 p.m.","10:00 a.m. - 3:00 p.m.","4:00 p.m. -  6:00 p.m.","1:00 p.m. - 2:30 p.m.","10:00 a.m. - 3:00 p.m.","10:00 a.m. - 3:00 p.m.","10:00 a.m. - 3:00 p.m.",75,19,"Active",11207
"42","B450-GT001",101,"false",0,1540,154,"false","false","false","true",60,"false","false","false","true","true","true","false","true","true","false","true","false","false","true","false","false","","false","false","false","false","false","false","false",54,"B",305,8,37,"Clara's Garden","DPR","MULTIPOLYGON (((-73.88904646104855 40.674290448121106, -73.88899412873985 40.6742981672907, -73.88895274043723 40.674322981583614, -73.88900722428303 40.67451706016557, -73.88909925350707 40.67450318821599, -73.88919633081835 40.674488553815245, -73.88928474453107 40.67447522574885, -73.88923209601921 40.6742630658096, -73.88914361443666 40.67427611731193, -73.88904646104855 40.674290448121106)))","11:00 a.m. - 3:00 p.m.","10:00 a.m. - 2:00 p.m. &  4:30 p.m. - 6:30 p.m.","","11:00 a.m. - 1:00 p.m.","10:00 a.m. - 2:00 p.m. &  4:30 p.m. - 6:30 p.m.","10:00 a.m. - 2:00 p.m. &  4:30 p.m. -  6:30 p.m.","10:00 a.m. - 2:00 p.m. &  4:30 p.m. - 6:00 p.m.",75,19,"Active",11207
"43","B451-GT001",108,"false",247,1936,176,"false","true","true","true",1000,"false","true","true","true","true","true","true","true","true","true","false","false","true","true","false","true","false","false","false","false","false","true","false","false",57,"B",303,8,36,"Clifton Place Memorial Garden & Park","DPR","MULTIPOLYGON (((-73.95482150469988 40.688648642063924, -73.95482480793275 40.68864826784656, -73.95482311890196 40.68863907204016, -73.9548025901026 40.68852727603345, -73.954795087921 40.68848641949003, -73.95478549834175 40.68843419674462, -73.95478226646065 40.6884165940374, -73.95478110583579 40.68841672775787, -73.95451641822356 40.68844714725239, -73.95453026245781 40.6885173540559, -73.9544883166671 40.68852210209148, -73.95452105230079 40.6886827153136, -73.95482150469988 40.688648642063924)))","6:00 p.m. - 8:00 p.m.","6:00 p.m. - 8:00 p.m.","1:00 p.m. - 8:00 p.m.","Closed","6:00 p.m. - 8:00 p.m.","6:00 p.m. - 8:00 p.m.","6:00 p.m. - 8:00 p.m.",79,25,"Active",11216
"44","B452-GT001",116,"false",NA,1050,125,"false","true","true","false",NA,"false","false","false","false","false","false","false","true","false","true","false","false","false","true","true","false","false","false","false","false","false","false","false","false",54,"B",305,8,37,"Concerned Residents of Barbey Street","DPR","MULTIPOLYGON (((-73.8876657055523 40.67405915528004, -73.88773728275211 40.67433725396804, -73.88783282646071 40.67432309649437, -73.88776125005892 40.67404499876698, -73.8876657055523 40.67405915528004)))","10:00 p.m - 2:00 p.m.","","2:00 p.m - 6:00 p.m.","2:00 p.m - 6:00 p.m.","3:00 p.m - 6:00 p.m.","3:00 p.m - 6:00 p.m.","9:00 p.m - 2:00 p.m.",75,19,"Active",11207
"45","B454-GT001",119,"false",0,1200,100,"false","true","true","false",NA,"false","false","false","true","true","true","true","true","false","true","true","false","true","true","false","false","","false","false","false","false","false","false","false",54,"B",304,7,37,"Cooper Street Block Buster Community Garden","DPR","MULTIPOLYGON (((-73.91067570293123 40.68452538888635, -73.9105196765706 40.68468740976637, -73.91058012913291 40.68472145027308, -73.91063039180608 40.68475022923398, -73.91069118727937 40.68478446175786, -73.91074765530355 40.68481625770339, -73.91079924266248 40.68484530597083, -73.9108421267737 40.68480117168219, -73.91085489883044 40.68480842261266, -73.91090882194524 40.68475292605658, -73.91096895213434 40.6846910424271, -73.91067570293123 40.68452538888635)))","10:00 a.m. to 1:00 p.m.","10:00 a.m. to 1:00 p.m.","10:00 a.m. to 1:00 p.m.","10:00 a.m. to 12:00 p.m.","10:00 a.m. to 1:00 p.m.","10:00 a.m. to 1:00 p.m.","10:00 a.m. to 1:00 p.m.",83,18,"Active",11207
"46","B455-GT001",126,"false",0,1250,250,"false","false","false","true",480,"false","true","false","true","true","true","false","true","true","false","false","true","false","true","false","false","","false","false","false","false","true","false","false",54,"B",305,7,37,"Crystal Wells Community Garden","DPR","MULTIPOLYGON (((-73.87562863696847 40.67825829916296, -73.87559301839298 40.678113703612695, -73.87552802465751 40.67784985973126, -73.87549349347607 40.677854814827654, -73.87515495251792 40.677903390106316, -73.87525521913774 40.678307019836254, -73.87562863696847 40.67825829916296)))","","","9:00 a.m. - 2:00 p.m.","9:00 a.m. - 2:00 p.m.","9:30 a.m. - 1:00 p.m.","9:30 a.m. - 1:00 p.m.","",75,19,"Active",11208
"47","B456-GT001",539,"false",280,762,63.5,"false","false","true","true",1000,"false","true","true","true","true","true","false","true","false","true","false","false","true","true","true","false","","false","false","false","false","true","false","false",57,"B",308,9,35,"Walt L. Shamel Community Garden","DPR","MULTIPOLYGON (((-73.9534787570107 40.67754600882593, -73.95370766062629 40.67758544373856, -73.95380982106394 40.67731171390499, -73.95358381333133 40.67726453503474, -73.9534787570107 40.67754600882593)))","","","12:00 p.m.- 6:00 p.m.","12:00 p.m.- 6:00 p.m.","","","12:00 p.m.- 6:00 p.m.",77,20,"Active",11216
"48","B458-GT001",151,"false",307,1992,166,"false","true","true","true",540,"false","false","false","true","true","true","false","true","true","true","true","false","false","true","false","false","","false","false","false","false","false","false","false",54,"B",305,8,37,"East End Community Garden","DPR","MULTIPOLYGON (((-73.89099454736613 40.673496671365356, -73.89063609001926 40.67355129956765, -73.89065126911953 40.67361351802092, -73.89071778961714 40.67388618804684, -73.8907955982984 40.673874631766864, -73.89086854346931 40.67386379753734, -73.89082359443796 40.673688008443406, -73.89088262923688 40.67367924029487, -73.89085777784412 40.67358204567156, -73.89092211413532 40.673572242436116, -73.89101048748589 40.67355877342534, -73.89099454736613 40.673496671365356)))","2:00 p.m. - 6:00 p.m.","1:00 p.m. - 3:00 p.m.  &  5:00 p.m. - 7:00 p.m.","","9:00 a.m. - 3:00 p.m.","","","10:00 a.m. - 3:00 p.m. &  5:00 p.m. - 7:30 p.m.",75,19,"Active",11207
"49","B459-GT001",524,"false",492.5,2737.5,109.5,"false","true","true","true",500,"false","true","false","true","true","true","true","true","true","true","false","false","false","true","false","false","","false","false","false","false","true","false","false",57,"B",309,9,35,"Union Street Garden and Community Development","DPR","MULTIPOLYGON (((-73.95932385796552 40.670637054990685, -73.9595053104921 40.670138777336305, -73.95912883929505 40.67005479720693, -73.95914807512347 40.67010204508316, -73.95897991261005 40.670565270750004, -73.95932385796552 40.670637054990685)))","12:00 p.m. - 2:00 p.m.","9:30 a.m. - 11:30 a.m.","12:00 p.m. - 6:00 p.m.","12:00 p.m. - 6:00 p.m.","","","9:30 a.m. - 11:30 a.m.",71,20,"Active",11225
"50","B460-GT001",175,"false",0,350,50,"false","false","true","false",NA,"false","false","false","true","true","true","true","false","false","false","false","false","false","true","false","false","","false","false","false","false","false","false","false",60,"B",305,8,42,"Elton Street Community Garden","DPR","MULTIPOLYGON (((-73.88169645555615 40.668743624806375, -73.88202970042965 40.66869487176118, -73.88202884051663 40.66869159480076, -73.88199880119545 40.668577110160534, -73.88198468130544 40.6685791758695, -73.8816660797557 40.66862578891186, -73.88166962348784 40.668639518227835, -73.88168276481134 40.66869041992533, -73.88168700626024 40.66870685060687, -73.88169645555615 40.668743624806375)))","8:00 a.m. - 12:00 p.m.","","8:00 a.m. - 12:00 p.m.","","8:00 a.m.  - 12:00 p.m.","8:00 a.m. - 12:00 p.m.","8:00 a.m. - 12:00 p.m.",75,19,"Active",11208
"51","B461-GT001",181,"false",0,872,88,"false","true","true","true",1000,"false","false","false","true","true","false","true","true","true","true","true","true","false","true","false","false","false","false","false","false","false","false","true","false",60,"B",305,7,42,"Euclid 500 Community Garden","DPR","MULTIPOLYGON (((-73.87185432677731 40.6735676645895, -73.87157439961265 40.673607596522615, -73.87157470243793 40.6736088035521, -73.87161136971204 40.67375520714216, -73.87161226526821 40.67375878319003, -73.87167614664158 40.67374171313657, -73.87167398413094 40.67373456513018, -73.87167117051189 40.67372526776634, -73.87178482512435 40.67369489670581, -73.87178564992627 40.67369775226066, -73.87180944815884 40.673780162484476, -73.87198560536447 40.67371281182048, -73.87201329307605 40.673716773376725, -73.87210405638469 40.673690189318435, -73.87212566416859 40.67368705252539, -73.87217490278982 40.673679905814915, -73.87218489153716 40.67367845537479, -73.87218401863586 40.67367476859311, -73.87218114887474 40.67366263815603, -73.87216954781009 40.67361360747988, -73.87215861245589 40.673571465588815, -73.87215831776314 40.673570329710685, -73.8721484393038 40.6735734867489, -73.87194833488651 40.67363745208743, -73.87192885984805 40.673556698249946, -73.87185432677731 40.6735676645895)))","6:00 a.m. -  9:00 a.m.","6:00 a.m. -  9:00 a.m.","8:00 a.m.- 12:00 p.m.","8:00 a.m. - 12:00 p.m.","6:00 a.m. -  9:00 a.m.","6:00 a.m. -  9:00 a.m.","6:00 a.m. -  9:00 a.m.",75,19,"Active",11208
